fighter_number,fighter,weight,max_fall_speed,fastfall_speed,initial_dash_speed,run_speed,horizontal_air_speed,base_air_acceleration,air_acceleration_range,jump_frames,base_run_acceleration,run_acceleration_range,jump_height,hop_height,air_jump_height,horizontal_air_friction,gravity,ledge_jump_height,number_of_jumps,shield_size
40,Olimar,0.1774193548387097,0.34579439252336464,0.3457943925233646,0.28571428571428564,0.13617021276595748,0.2923076923076922,0.14285714285714285,0.6,0.25,0.39999999999999997,0.5389369592088998,0.44641228130026084,0.4542817251465761,0.3538402717818567,0.24324324324324323,0.10891667640528223,0.49631310266591033,0,0.06818181818181814
41,Lucario,0.5,0.6542056074766356,0.6542056074766357,0.5714285714285715,0.17021276595744686,0.7076923076923077,0,0.6,0.25,0.39999999999999997,0.9270704573547589,0.5805279822644355,0.6387314216387396,0.4601445516308663,0.027027027027027032,0.22578006310622883,0.6131593874078276,0,0.20000000000000007
42,R.O.B.,0.6129032258064516,0.5794392523364488,0.5794392523364487,0.21428571428571433,0.17787234042553196,0.6923076923076924,0.5714285714285714,0.2666666666666666,0.25,0.39999999999999997,0.6971569839307787,0.5928978770135584,0.6557749225245159,0.4699493153062605,0.24324324324324323,0.26960383311908376,0.6239364719228587,0,0.6
43,Toon Link,0.4032258064516129,0.280373831775701,0.28037383177570097,0.35714285714285715,0.2478723404255319,0.47692307692307684,0.14285714285714285,0.7333333333333333,0.25,0.39999999999999997,0.6168108776266996,0.45617798768114726,0.46612988167414127,0.3615808746834835,0.13513513513513514,0.18926025476218297,0.5048213272830401,0,0.11363636363636352
45,Villager,0.46774193548387094,0.31775700934579454,0.3177570093457945,0.35714285714285715,0.05106382978723409,0.47692307692307684,0.14285714285714285,0.3333333333333333,0.25,0.39999999999999997,0.6168108776266996,0.4138599266973058,0.4080126732165344,0.32803826210976694,0.13513513513513514,0.1819562930933738,0.467952353942144,0,0.12500000000000006
46,Mega Man,0.5483870967741935,0.7663551401869161,0.7663551401869159,0.35714285714285715,0.13021276595744682,0.7230769230769232,0.14285714285714285,1,0,0.39999999999999997,0.6168108776266996,0.42362563307819223,0.021290878475617055,0.33577886501139376,1,0.3945015776557204,0.4764605785592738,0,0.2045454545454545
47,Wii Fit Trainer,0.45161290322580644,0.29906542056074775,0.2990654205607477,0.35714285714285715,0.2323404255319149,0.523076923076923,0.14285714285714285,0.7333333333333333,0.25,0.39999999999999997,0.6168108776266996,0.5147722259664664,0.5452704114594065,0.40802449209324515,0.13513513513513514,0.26960383311908376,0.5558706749858194,0,0.4545454545454544
48,Rosalina,0.14516129032258066,0.205607476635514,0.20560747663551399,0.35714285714285715,0.20510638297872338,0.5692307692307692,0.14285714285714285,1,0.25,0.39999999999999997,0.7299134734239802,0.6580025862194685,0.7471745264957127,0.52155333465044,0.13513513513513514,0.06509290639242722,0.6806579693703912,0,0.44318181818181807
49,Little Mac,0.22580645161290322,0.7663551401869161,0.7663551401869159,0.7499999999999999,0.46382978723404267,0.5692307692307692,0.14285714285714285,0.03999999999999998,0.25,0.19999999999999998,1,0.20226962177809818,0.11661944491842265,0.16032519924118357,0.08108108108108109,0.19656421643099214,0.28360748723766305,0,0.24431818181818174
50,Greninja,0.41935483870967744,0.8130841121495329,0.8130841121495328,0.42857142857142866,0.3957446808510639,0.846153846153846,0.14285714285714285,0.6,0,0.5,0.7416563658838071,0.8533167138371986,1,0.6763653926829785,0.24324324324324323,0.9269603833119083,0.8508224617129891,0,0.22727272727272715
51,Mii Brawler,0.5161290322580645,0.6728971962616823,0.6728971962616824,0.42857142857142866,0.24255319148936172,0.8769230769230768,0.14285714285714285,0.43999999999999995,0.25,0.39999999999999997,0.6168108776266996,0.4952408132046934,0.5287587080453993,0.40544429112603614,0.24324324324324323,0.3426434498071754,0.5388542257515597,0,0.2613636363636363
52,Mii Swordfighter,0.5161290322580645,0.5794392523364488,0.5794392523364487,0.21428571428571433,0.14893617021276598,0.5076923076923077,0.14285714285714285,0.19999999999999996,0.75,0.39999999999999997,0.7398022249690976,0.2771400373648948,0.3444906998093563,0.21966982148699002,0.001081081081081084,0.31342760313193874,0.34883726602382314,0,0.2613636363636363
53,Mii Gunner,0.5161290322580645,0.4392523364485982,0.43925233644859807,0.42857142857142866,0.0638297872340426,0.6461538461538462,0.14285714285714285,0.6,0.5,0.39999999999999997,0.6168108776266996,0.3975837493958283,0.5784501696924087,0.35384912187117423,0.13513513513513514,0.24878754236297768,0.45377197958026083,0,0.2613636363636363
54,Palutena,0.3709677419354839,0.3925233644859813,0.39252336448598146,0.35714285714285715,0.3140425531914893,0.4307692307692308,0.14285714285714285,1,0.25,0.39999999999999997,0.7299134734239802,0.5245379323473529,0.5567564813507878,0.415765094994872,0.13513513513513514,0.37916325815122115,0.5643788996029496,0,0.4886363636363636
55,Pac-Man,0.43548387096774194,0.34579439252336464,0.3457943925233646,0.42857142857142866,0.15744680851063833,0.6307692307692307,0.14285714285714285,0.6,0.25,0.39999999999999997,0.6168108776266996,0.4659436940620339,0.48058524625023813,0.3693214775851105,0.24324324324324323,0.1381325230805188,0.5133295519001699,0,0.19318181818181818
56,Robin,0.43548387096774194,0.48598130841121506,0.48598130841121495,0.35714285714285715,0,0.5692307692307692,0.14285714285714285,0.6,0.5,0.09999999999999999,0.5067985166872683,0.4369334588204902,0.4382862485576422,0.34632706199146984,0.07027027027027027,0.26229987145027456,0.4880546795235395,0,0.3977272727272726
57,Shulk,0.5483870967741935,0.48598130841121506,0.48598130841121495,0.35714285714285715,0.15744680851063833,0.6615384615384616,0.14285714285714285,0.19999999999999996,0.25,0.09999999999999999,0.44746600741656367,0.4887303422841023,0.5101077451897759,0.3873828843555733,0.1135135135135135,0.23308402477503798,0.5331820760068064,0,0.36704545454545445
58,Bowser Jr.,0.6451612903225806,0.6261682242990655,0.6261682242990656,0.42857142857142866,0.11659574468085107,0.6923076923076924,0.14285714285714285,0.6,0.5,0.39999999999999997,0.6168108776266996,0.4757094004429203,0.49124809881482506,0.3770620804867374,0.24324324324324323,0.28421175645670205,0.5218377765173001,0,0.3522727272727273
59,Duck Hunt,0.3709677419354839,0.6261682242990655,0.6261682242990656,0.3928571428571429,0.20425531914893616,0.7230769230769232,0.14285714285714285,0.6,0,0.39999999999999997,0.6168108776266996,0.46268845860173835,0.48058524625023813,0.3615808746834835,0.24324324324324323,0.16734836975575548,0.5104934770277935,0,0.1477272727272727
60,Ryu,0.5645161290322581,0.5794392523364488,0.39252336448598146,0.42857142857142866,0.19148936170212774,0.7538461538461539,0.14285714285714285,0,0.25,0.39999999999999997,0.6168108776266996,0.20226962177809818,0.3444906998093563,0.2506322330934977,0.24324324324324323,0.48872268318335865,0.28360748723766305,0,0.3863636363636363
61,Cloud,0.5161290322580645,0.6542056074766356,0.6542056074766357,0.5714285714285715,0.34893617021276596,0.7230769230769232,0.14285714285714285,0.46666666666666656,0,0.09999999999999999,0.5562422744128553,0.4138599266973058,0.5287587080453993,0.32803826210976694,0.1135135135135135,0.3280355264695571,0.467952353942144,0,0.4204545454545454
62,Corrin,0.4838709677419355,0.6261682242990655,0.6261682242990656,0.5714285714285715,0.12765957446808512,0.523076923076923,0.14285714285714285,0.19999999999999996,0.5,0.09999999999999999,0.44746600741656367,0.4301361039987833,0.4366247039273778,0.2893352476016323,0.1135135135135135,0.28421175645670205,0.48213272830402715,0,0.3863636363636363
63,Bayonetta,0.25806451612903225,0.738317757009346,0.7383177570093458,0.5,0.19148936170212774,0.523076923076923,0.14285714285714285,0.7999999999999999,0,0.39999999999999997,0.5822002472187887,0.6254502316165135,0.9299785254063204,0.5731573539946195,0.0918918918918919,0.48872268318335865,0.652297220646625,0,0.3863636363636363
