fighter_number,fighter,weight,max_fall_speed,fastfall_speed,walk_speed,initial_dash_speed,run_speed,horizontal_air_speed,horizontal_air_acceleration,gravity,traction,jumpsquat_frames,meteor_cancel_frames
13,Peach,0.4230769230769231,0.07216494845360831,0.07216494845360816,0.20000000000000004,0.45454545454545453,0.10416666666666667,0.3571428571428571,0.2580645161290322,0.014880391787530615,0.0828828828828829,0.2,0.2222222222222222
14,Bowser,1,0.42268041237113396,0.42268041237113396,0.1250000000000001,0,0.1779166666666666,0.5714285714285714,0.06451612903225806,0.06138161612356376,1,0.8,0.2222222222222222
15,Ice Climbers (leader),0.46153846153846156,0.22680412371134018,0.2268041237113401,0.325,0.36363636363636354,0.11999999999999993,0.17142857142857143,0.19354838709677416,0.031126389150499152,0.023423423423423434,0,0.2222222222222222
16,Sheik,0.3269230769230769,0.618556701030928,0.618556701030928,0.7500000000000001,0.6363636363636362,0.3416666666666666,0.28571428571428564,0.19354838709677416,0.10635242041815786,0.06846846846846848,0,0.2222222222222222
17,Zelda,0.3269230769230769,0.15463917525773188,0.15463917525773194,0.1250000000000001,0.22727272727272727,0.051666666666666625,0.4999999999999999,0.22580645161290322,0.019353927293275574,0.057657657657657665,0.4,0.2222222222222222
20,Falco,0.2692307692307692,0.7505154639175258,0.7505154639175258,0.7250000000000001,0.818181818181818,0.13833333333333328,0.3571428571428571,0.16129032258064513,0.0723300056507817,0.07747747747747749,0.4,0.2222222222222222
21,Marth,0.36538461538461536,0.5360824742268041,0.5360824742268041,1,0.45454545454545453,0.24999999999999994,0.5714285714285714,0.16129032258064513,0.019530514221133926,0.05945945945945947,0.2,0.2222222222222222
23,Ganondorf,0.7884615384615384,0.6907216494845361,0.6907216494845361,0.03750000000000003,0.27272727272727276,0.03333333333333327,0.28571428571428564,0.03225806451612903,0.06138161612356376,0.0828828828828829,0.6,0.2222222222222222
26,Mr. Game & Watch,0.1346153846153846,0.26804123711340205,0.268041237113402,0.5000000000000001,0.45454545454545453,0.18874999999999995,0.6428571428571427,0.22580645161290322,0.02883075908834056,0.06846846846846848,0.2,0.2222222222222222
27,Meta Knight,0.21153846153846154,0.42268041237113396,0.42268041237113396,0.65,0.6818181818181818,0.31124999999999997,0.14285714285714282,0.16129032258064513,0.05302316820493502,0.03243243243243244,0,0.37777777777777777
28,Pit,0.5,0.45360824742268036,0.45360824742268036,0.6,0.45454545454545453,0.20124999999999996,0.3571428571428571,0.14516129032258063,0.028771896779054434,0.05135135135135137,0.2,0.37777777777777777
29,Zero Suit Samus,0.25,0.46391752577319584,0.46391752577319567,0.7875000000000001,0.6363636363636362,0.34583333333333327,0.5714285714285714,0.22580645161290322,0.04454699566773405,0.0864864864864865,0,0
30,Wario,0.75,0.43298969072164945,0.43298969072164945,0.18750000000000003,0.27272727272727276,0.10416666666666667,0.857142857142857,1,0.03960256168770013,0.0864864864864865,0.4,0.2222222222222222
31,Snake,0.8653846153846154,0.7731958762886598,0.7731958762886599,0.17500000000000002,0.09090909090909098,0.10416666666666667,0.42857142857142844,0,0.03465812770766623,0.05801801801801802,1,0.2222222222222222
32,Ike,0.7115384615384616,0.6907216494845361,0.6907216494845361,0.22500000000000006,0.45454545454545453,0.11291666666666664,0.39999999999999997,0.06451612903225806,0.03901393859483895,0.039639639639639644,0.6,0.2222222222222222
33,Squirtle,0.1346153846153846,0.3298969072164949,0.5360824742268041,0.625,0.5454545454545455,0.11250000000000002,0.6428571428571427,0.29032258064516125,0.0660906008664532,0.03603603603603605,0,0.2222222222222222
34,Ivysaur,0.6153846153846154,0.3814432989690723,0.38144329896907203,0.4375000000000001,0.36363636363636354,0.16666666666666663,0.14285714285714282,0.2096774193548387,0.022885665850442653,0.05621621621621622,0.2,0
35,Charizard,0.8076923076923077,0.3814432989690723,0.38144329896907203,0,0.27272727272727276,0.2916666666666667,0.4999999999999999,0.09677419354838708,0.040544358636278026,0.05945945945945947,0.6,0.3333333333333333
36,Diddy Kong,0.46153846153846156,0.46391752577319584,0.46391752577319567,0.6875,0.6363636363636362,0.25875000000000004,0.2571428571428572,0.06451612903225806,0.048785081936334525,0.8324324324324325,0,0.2222222222222222
37,Lucas,0.5,0.4020618556701032,0.402061855670103,0.15,0.27272727272727276,0.16666666666666663,0.5957446808510638,0.2096774193548387,1,0.04144144144144145,0.2,0.2222222222222222
38,Sonic,0.46153846153846156,0.4845360824742268,0.4624447717231222,0.8749999999999999,0.45454545454545453,1,0.6857142857142856,0.06451612903225806,0.040544358636278026,0.0864864864864865,0.2,0.2222222222222222
39,King Dedede,0.8461538461538461,1,1,0.3125,0.36363636363636354,0.049999999999999954,0,0.06451612903225806,0.03901393859483895,0.047567567567567574,0.4,0.2222222222222222
40,Olimar,0.2692307692307692,0.3298969072164949,0.32989690721649484,0.25000000000000006,0.36363636363636354,0.12499999999999993,0.24620060790273543,0.16129032258064513,0.01111320399321906,0.06846846846846848,0.2,0
41,Lucario,0.6153846153846154,0.22680412371134018,0.2268041237113401,0.37500000000000006,0.7272727272727273,0.13083333333333327,0.4999999999999999,0.12903225806451613,0.014056319457524957,0.09297297297297298,0.2,0.2222222222222222
42,R.O.B.,0.7307692307692307,0.22680412371134018,0.2268041237113401,0.5000000000000001,0.27272727272727276,0.16666666666666663,0.35258358662613976,0.051612903225806445,0.016999434921830855,0.06846846846846848,0.2,0.2222222222222222
43,Toon Link,0.46153846153846156,0.309278350515464,0.38880706921944025,0.65,0.45454545454545453,0.2291666666666666,0.42857142857142844,0.19354838709677416,0.022885665850442653,0.05891891891891893,0.2,0.2222222222222222
44,Wolf,0.6538461538461539,0.8453608247422681,0.38880706921944025,0.7500000000000001,0.6363636363636362,0.12499999999999993,0.857142857142857,0.19354838709677416,0.09352043699378415,0.0864864864864865,0.2,1
